START_TIME=1432052423119
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=6
COLS=+TIME Gx Gy Gz
====================
427 -5.593 -7.867 1.734
510 -4.710 -8.030 3.082
596 -4.718 -8.045 3.031
735 -4.573 -8.153 2.963
820 -2.160 -7.060 6.455
911 -0.167 1.553 9.681
1036 1.589 5.700 7.820
1197 0.879 7.031 6.779
1300 -0.525 7.786 5.939
1411 2.060 9.559 0.750
1535 1.297 9.175 -3.211
1702 -0.052 9.806 0.082
1785 -2.968 7.689 5.315
1921 -3.779 8.388 -3.395
2053 1.113 8.447 -4.856
2208 1.293 9.113 -3.383
2341 3.643 8.866 -2.074
2432 4.584 8.628 -0.847
2601 5.791 7.794 1.377
2757 5.587 7.649 2.538
2841 5.639 7.465 2.940
2925 5.635 7.420 3.059
3093 3.694 -8.357 -3.561
3246 5.503 -7.864 -2.011
3431 5.283 -7.930 -2.320
3527 5.200 -7.976 -2.350
3621 4.899 -8.114 -2.515
3750 4.876 -8.096 -2.617
3914 4.835 -8.096 -2.694
4055 4.712 -8.124 -2.823
4151 4.681 -8.120 -2.886
4232 4.618 -8.129 -2.960
4439 4.607 -8.125 -2.990
4604 4.564 -8.091 -3.143
4709 4.509 -8.090 -3.224
4846 4.478 -8.087 -3.275
5028 4.430 -8.096 -3.316
5322 4.398 -8.102 -3.345
5517 4.388 -8.118 -3.318
5642 4.370 -8.132 -3.307
5860 4.347 -8.116 -3.377
5969 4.240 -8.113 -3.517
6099 4.293 -8.092 -3.503
6234 4.306 -8.095 -3.477
6377 4.291 -8.085 -3.519
6463 4.220 -8.111 -3.546
6595 4.276 -8.099 -3.506
6719 4.322 -8.128 -3.382
6959 4.320 -8.148 -3.334
7138 4.304 -8.142 -3.369
7220 4.282 -8.122 -3.444
7657 4.207 -8.093 -3.601
7761 4.189 -8.085 -3.641
7854 4.187 -8.096 -3.618
7943 4.186 -8.098 -3.615
8032 4.186 -8.095 -3.622
8190 4.183 -8.094 -3.627
8280 4.182 -8.093 -3.631
8369 4.181 -8.090 -3.639
8476 4.179 -8.086 -3.650
8639 4.170 -8.084 -3.666
8787 4.154 -8.081 -3.691
8890 4.150 -8.077 -3.702
9004 4.147 -8.073 -3.715
9115 4.145 -8.072 -3.719
9235 4.142 -8.069 -3.730
9329 4.139 -8.067 -3.737
9429 4.137 -8.064 -3.746
