START_TIME=1432226289635
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=5
COLS=+TIME Gx Gy Gz
====================
429 2.951 -4.036 8.436
597 -0.711 2.459 9.467
761 -0.707 1.934 9.588
865 -0.371 1.581 9.671
1004 0.412 2.402 9.499
1097 0.754 6.141 7.609
1192 1.830 7.819 5.629
1379 1.889 9.377 2.162
1506 -1.819 6.972 6.653
1662 3.748 4.943 7.596
1963 4.194 3.545 8.125
2161 4.146 3.293 8.254
2244 3.837 3.248 8.420
2491 4.027 3.239 8.335
2656 -1.963 2.761 9.203
2789 -3.511 1.276 9.067
2873 -3.760 0.948 9.007
3001 -4.130 0.402 8.886
3116 -4.246 0.187 8.838
3231 -4.317 0.027 8.805
3318 -4.370 -0.093 8.779
3408 -4.428 -0.229 8.747
3542 -4.451 -0.301 8.733
3687 -4.477 -0.382 8.717
3815 -4.493 -0.429 8.707
3902 -4.506 -0.470 8.698
4015 -4.520 -0.503 8.688
4174 -4.527 -0.519 8.684
4288 -4.552 -0.586 8.667
4384 -4.559 -0.608 8.661
4498 -4.565 -0.627 8.656
4584 -4.571 -0.644 8.652
4735 -4.574 -0.653 8.650
4852 -4.575 -0.661 8.649
4945 -4.581 -0.676 8.645
5083 -4.588 -0.694 8.639
5188 -4.591 -0.706 8.637
5334 -4.595 -0.718 8.634
5444 -4.598 -0.727 8.632
5551 -4.601 -0.735 8.629
5639 -4.602 -0.740 8.628
5832 -4.607 -0.752 8.624
5950 -4.610 -0.760 8.622
6078 -4.611 -0.764 8.621
6291 -4.612 -0.771 8.620
6380 -4.614 -0.778 8.618
6548 -4.617 -0.792 8.615
6690 -4.618 -0.796 8.615
6815 -4.620 -0.802 8.613
6977 -4.621 -0.808 8.612
7070 -4.623 -0.817 8.610
7184 -4.625 -0.822 8.608
7405 -4.677 -0.826 8.580
7521 -4.698 -0.832 8.568
7810 -4.757 -0.840 8.534
7930 -4.778 -0.875 8.519
8041 -4.861 -0.930 8.466
8130 -4.827 -0.937 8.485
8223 -4.793 -0.952 8.502
8304 -4.781 -0.968 8.507
8403 -4.789 -0.977 8.502
8502 -4.809 -0.983 8.490
8588 -4.942 -0.998 8.411
8672 -5.139 -0.995 8.293
8800 -5.596 -1.034 7.986
8998 -5.553 -1.053 8.014
9133 -5.623 -1.132 7.955
9215 -6.227 -1.302 7.463
9368 -7.386 -1.648 6.237
9477 -7.875 -1.991 5.495
