START_TIME=1432052110337
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=6
COLS=+TIME Gx Gy Gz
====================
417 5.092 3.717 -7.511
512 6.241 -5.034 5.646
633 6.168 -5.122 5.648
735 6.188 -4.926 5.798
862 6.766 -4.661 5.354
995 7.424 -4.176 4.859
1194 8.026 -3.100 4.705
1280 8.353 -2.462 4.508
1406 8.283 -1.752 4.948
1589 9.676 -1.296 -0.931
1677 9.384 -1.333 -2.516
1767 8.902 -0.969 -3.999
1853 9.588 0.787 -1.903
1963 8.649 3.007 3.511
2055 4.202 2.281 8.562
2164 -1.484 -3.058 9.199
2264 -1.673 -3.043 9.171
2534 -2.521 -4.219 8.486
2665 -3.275 -6.560 6.513
2751 -3.385 -7.396 5.479
2834 -3.730 -7.512 5.083
2970 -3.746 -7.480 5.118
3123 -3.844 -7.747 4.624
3230 -1.983 -8.321 4.796
3314 -1.597 -8.907 3.779
3405 -1.206 -9.371 2.628
3496 -0.955 -9.638 1.541
3646 -0.820 -9.738 0.815
3823 -0.461 -9.794 -0.209
3970 0.834 -9.769 -0.181
4077 2.040 -9.592 -0.088
4170 2.858 -9.380 0.138
4267 2.741 -9.406 0.426
4360 2.417 -9.453 0.983
4451 2.084 -9.457 1.549
4584 1.913 -9.387 2.098
4754 1.974 -9.290 2.444
4956 2.157 -9.242 2.471
5048 2.300 -9.242 2.336
5148 2.321 -9.288 2.123
5260 2.268 -9.373 1.783
5427 2.236 -9.431 1.493
5542 2.210 -9.475 1.230
5690 2.211 -9.482 1.167
5820 2.217 -9.484 1.148
5964 2.224 -9.484 1.129
6083 2.232 -9.485 1.105
6175 2.237 -9.486 1.090
6343 2.241 -9.486 1.076
6476 2.243 -9.487 1.068
6585 2.246 -9.487 1.059
6665 2.249 -9.488 1.044
6764 2.253 -9.489 1.026
6915 2.256 -9.490 1.012
7010 2.257 -9.490 1.005
7096 2.260 -9.491 0.993
7195 2.264 -9.491 0.981
7312 2.268 -9.492 0.963
7573 2.271 -9.494 0.941
7654 2.274 -9.495 0.921
7750 2.278 -9.496 0.904
7862 2.280 -9.497 0.884
7981 2.283 -9.498 0.866
8079 2.285 -9.499 0.850
8183 2.287 -9.499 0.837
8283 2.287 -9.500 0.833
8377 2.289 -9.500 0.820
8476 2.290 -9.501 0.813
8571 2.292 -9.502 0.795
8662 2.294 -9.502 0.784
8744 2.295 -9.503 0.774
8909 2.296 -9.503 0.764
9263 2.297 -9.504 0.758
9422 2.302 -9.505 0.726
9519 2.302 -9.506 0.715
