START_TIME=1432225219873
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=4
COLS=+TIME Gx Gy Gz
====================
492 1.181 9.494 2.152
597 1.205 9.341 2.733
767 1.190 9.342 2.736
1043 1.198 9.337 2.749
1296 1.443 9.324 2.673
1563 1.699 9.564 1.345
1780 4.015 4.071 -7.967
1869 5.107 -1.242 -8.279
2122 2.961 -6.891 -6.318
2515 3.803 -8.923 -1.446
2652 4.519 -8.703 -0.038
2751 5.228 -8.043 2.037
2833 5.699 -7.554 2.575
2979 6.547 -6.762 2.755
3113 7.145 -6.217 2.543
3340 2.555 -9.422 0.927
3459 2.617 -9.417 0.798
3539 2.584 -9.418 0.888
3661 2.586 -9.422 0.847
3783 2.617 -9.419 0.773
3904 2.628 -9.417 0.764
4006 2.630 -9.416 0.774
4130 2.631 -9.415 0.777
4241 2.632 -9.415 0.779
4424 2.627 -9.417 0.766
4560 2.671 -9.410 0.694
4699 2.832 -9.371 0.572
4813 4.002 -8.951 -0.189
4894 6.309 -7.303 -1.743
5015 8.125 2.179 5.040
5125 5.070 6.199 5.660
5215 5.090 6.210 5.629
5313 5.087 6.215 5.627
5397 5.087 6.193 5.652
5498 5.075 6.188 5.667
5622 5.074 6.189 5.667
5785 5.102 6.189 5.643
5869 5.106 6.182 5.647
6124 5.113 6.170 5.653
6249 5.122 6.155 5.661
6416 5.131 6.142 5.667
6533 5.136 6.133 5.672
6623 5.139 6.129 5.674
6743 5.141 6.126 5.676
6878 5.143 6.123 5.677
7051 5.146 6.117 5.680
7169 5.149 6.114 5.682
7285 5.151 6.110 5.684
7480 5.154 6.106 5.686
7586 5.155 6.105 5.686
7743 5.157 6.102 5.688
7936 5.158 6.099 5.689
8036 5.160 6.096 5.690
8134 5.162 6.093 5.692
8231 5.165 6.089 5.694
8387 5.167 6.087 5.695
8477 5.168 6.085 5.695
8562 5.170 6.082 5.697
8743 5.171 6.081 5.697
8830 5.171 6.081 5.697
8945 5.171 6.081 5.697
9150 5.171 6.080 5.698
9254 5.172 6.079 5.698
9342 5.173 6.078 5.698
9623 5.173 6.077 5.699
