START_TIME=1432225946885
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=5
COLS=+TIME Gx Gy Gz
====================
384 5.161 -1.369 8.225
530 6.793 1.324 6.948
621 6.800 1.454 6.915
717 6.820 1.638 6.854
879 6.634 1.723 7.013
989 6.436 1.782 7.181
1191 6.083 3.280 6.958
1314 4.996 6.081 5.851
1422 4.362 7.264 4.937
1527 2.428 8.690 3.842
1643 -1.715 9.635 0.625
1753 0.454 9.660 -1.625
1925 -2.321 9.220 -2.403
2054 -6.052 7.560 1.543
2136 -5.771 6.082 5.087
2310 -8.874 2.852 3.049
2665 -9.174 1.668 3.039
2961 -7.967 -2.291 -5.238
3185 -7.963 -2.127 -5.313
3302 -7.322 -1.606 -6.323
3412 -8.224 -4.548 -2.804
3590 -8.452 -4.275 -2.541
3672 -8.660 -3.981 -2.309
3769 -9.029 -3.387 -1.784
3880 -9.168 -3.116 -1.551
3979 -9.290 -2.829 -1.365
4068 -9.317 -2.754 -1.330
4237 -9.379 -2.568 -1.271
4335 -9.392 -2.473 -1.358
4471 -9.418 -2.315 -1.456
4555 -9.441 -2.242 -1.417
4654 -9.452 -2.250 -1.334
4748 -9.459 -2.239 -1.296
4881 -9.463 -2.231 -1.283
5096 -9.475 -2.189 -1.270
5281 -9.477 -2.170 -1.282
5425 -9.481 -2.147 -1.291
5625 -9.494 -2.103 -1.267
5751 -9.502 -2.066 -1.270
5842 -9.505 -2.035 -1.295
5922 -9.499 -2.040 -1.331
6026 -9.473 -1.878 -1.707
6123 -9.473 -1.849 -1.735
6241 -9.472 -1.868 -1.722
6418 -9.471 -1.847 -1.752
6537 -9.472 -1.805 -1.786
6643 -9.473 -1.772 -1.817
6727 -9.471 -1.735 -1.861
6827 -9.473 -1.724 -1.862
6907 -9.477 -1.703 -1.859
7042 -9.435 -1.567 -2.166
7137 -9.464 -1.562 -2.040
7267 -9.481 -1.561 -1.960
7357 -9.480 -1.551 -1.975
7456 -9.489 -1.526 -1.949
7563 -9.485 -1.500 -1.986
7658 -9.483 -1.471 -2.018
7752 -9.484 -1.444 -2.035
7843 -9.483 -1.425 -2.055
7941 -9.481 -1.407 -2.073
8051 -9.480 -1.390 -2.091
8172 -9.478 -1.372 -2.110
8266 -9.477 -1.355 -2.127
8356 -9.476 -1.348 -2.137
8470 -9.474 -1.323 -2.161
8607 -9.472 -1.299 -2.185
8703 -9.469 -1.277 -2.208
8794 -9.468 -1.261 -2.223
8908 -9.467 -1.244 -2.236
9030 -9.465 -1.223 -2.254
9149 -9.465 -1.207 -2.266
9259 -9.464 -1.193 -2.276
9353 -9.465 -1.170 -2.283
9438 -9.400 -1.091 -2.573
9537 -9.412 -1.096 -2.527
