START_TIME=1432225366481
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=6
COLS=+TIME Gx Gy Gz
====================
338 8.771 2.859 -3.327
419 6.512 5.125 -5.243
506 6.421 5.264 -5.219
606 6.713 6.018 -3.859
723 6.967 5.907 -3.569
815 6.925 6.016 -3.468
895 6.920 6.107 -3.316
1025 6.856 6.357 -2.959
1147 6.890 6.599 -2.269
1287 6.839 6.773 -1.879
1380 6.743 6.883 -1.826
1462 7.037 6.591 -1.792
1610 7.774 3.731 -4.671
1720 4.716 6.584 -5.530
1812 1.919 8.877 -3.701
1903 1.358 8.606 -4.501
1987 3.244 7.833 -4.929
2088 8.881 2.535 -3.296
2213 7.578 -0.828 -6.169
2342 3.269 -2.251 -8.968
2449 4.944 -0.127 -8.468
2568 6.062 1.834 -7.487
2648 4.174 1.582 -8.732
2759 2.952 -4.354 -8.276
2856 4.151 -5.180 -7.218
2938 5.487 -4.951 -6.446
3028 5.844 -4.678 -6.335
3159 5.665 -4.419 -6.675
3257 5.696 -4.229 -6.771
3376 5.771 -4.139 -6.763
3483 5.759 -4.179 -6.748
3636 5.754 -4.148 -6.772
3733 5.764 -4.145 -6.765
3824 5.772 -4.142 -6.760
3959 5.795 -4.103 -6.764
4092 5.863 -4.049 -6.738
4205 5.913 -4.003 -6.722
4329 5.988 -3.901 -6.715
4512 6.010 -3.876 -6.710
4616 6.035 -3.840 -6.709
4708 6.054 -3.819 -6.703
4814 6.063 -3.810 -6.700
4913 6.087 -3.777 -6.697
5040 6.108 -3.750 -6.693
5162 6.128 -3.726 -6.688
5413 6.140 -3.711 -6.686
5546 6.149 -3.703 -6.682
5712 6.162 -3.688 -6.678
5793 6.175 -3.674 -6.674
5929 6.181 -3.667 -6.673
6118 6.191 -3.654 -6.671
6304 6.201 -3.642 -6.667
6472 6.213 -3.629 -6.663
6568 6.225 -3.616 -6.659
6666 6.237 -3.604 -6.654
6840 6.246 -3.592 -6.653
6938 6.272 -3.554 -6.649
7063 6.336 -3.415 -6.661
7161 6.413 -3.220 -6.684
7456 6.576 -2.294 -6.905
7597 6.604 -2.269 -6.885
7722 6.666 -2.185 -6.853
7938 6.634 -2.201 -6.878
8029 6.643 -2.165 -6.881
8271 6.694 -2.096 -6.853
8387 6.721 -2.088 -6.829
8559 6.729 -2.074 -6.825
8656 6.733 -2.069 -6.823
8788 6.741 -2.058 -6.818
8907 6.735 -2.107 -6.810
9033 6.661 -2.264 -6.832
9164 6.608 -2.353 -6.853
9309 6.431 -2.684 -6.900
9411 6.098 -2.832 -7.139
9499 6.042 -2.899 -7.159
