START_TIME=1432225563362
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=6
COLS=+TIME Gx Gy Gz
====================
407 7.630 1.839 -5.880
498 -3.231 8.880 -2.624
653 -3.320 8.888 -2.481
803 -3.607 8.531 -3.220
897 -3.595 7.864 -4.627
1003 -4.315 7.705 -4.265
1098 -4.000 8.267 -3.438
1219 -4.553 7.830 -3.759
1383 -5.623 5.866 -5.490
1532 -6.952 2.618 -6.402
1662 -8.485 1.359 -4.725
1743 -9.281 -0.087 -3.166
1885 -8.560 -4.245 -2.206
1987 -6.125 -7.445 -1.796
2153 2.433 -8.959 3.161
2244 3.576 -8.341 3.717
2344 5.253 -8.281 0.063
2474 4.615 -8.398 -2.082
2592 3.953 -8.628 -2.471
2703 3.230 -8.762 -2.996
2849 -2.771 -6.922 -6.370
2948 -5.128 -5.735 -6.081
3122 -6.665 -5.394 -4.760
3218 -6.764 -5.405 -4.605
3302 -6.869 -5.278 -4.597
3432 -8.759 -1.335 -4.203
3552 -9.151 -0.191 -3.520
3637 -9.228 0.098 -3.317
3731 -9.305 0.361 -3.074
3834 -9.482 0.944 -2.319
3948 -9.514 1.027 -2.145
4053 -9.534 1.095 -2.019
4134 -9.570 1.206 -1.768
4278 -9.611 1.294 -1.455
4372 -9.634 1.313 -1.274
4523 -9.655 1.314 -1.106
4612 -9.681 1.301 -0.865
4727 -9.697 1.274 -0.719
4822 -9.726 1.173 -0.445
4938 -9.732 1.143 -0.378
5030 -9.739 1.110 -0.312
5120 -9.756 0.990 -0.132
5258 -9.766 0.891 -0.024
5394 -9.771 0.838 0.029
5494 -9.779 0.724 0.120
5638 -9.786 0.601 0.191
5726 -9.790 0.537 0.218
5807 -9.797 0.353 0.255
6003 -9.801 0.207 0.250
6086 -9.803 0.141 0.239
6176 -9.805 0.004 0.157
6337 -9.806 -0.022 0.056
6431 -9.807 -0.023 0.037
6526 -9.807 -0.019 0.009
6623 -9.807 -0.009 -0.002
6763 -9.807 -0.004 -0.005
6859 -9.807 -0.003 -0.005
6948 -9.807 0.001 -0.002
7042 -9.807 0.001 -0.001
7141 -9.807 0.001 0.000
7233 -9.807 0.001 0.000
7319 -9.807 0.001 0.001
7432 -9.807 0.001 0.001
7520 -9.807 0.000 0.001
7685 -9.807 0.000 0.000
17683 -9.807 0.034 -0.032
17803 7.936 -4.244 -3.895
17892 7.970 -4.247 -3.822
18077 4.366 -0.810 -8.744
18249 2.463 2.471 -9.165
18380 -0.913 7.623 -6.101
18758 -1.194 7.848 -5.758
18839 -1.179 7.681 -5.981
18975 -1.036 7.631 -6.072
19101 -1.126 7.634 -6.052
19192 -1.123 7.544 -6.165
