START_TIME=1432226471688
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=7
COLS=+TIME Gx Gy Gz
====================
362 -2.993 0.995 9.286
468 -3.040 1.014 9.268
613 -2.978 0.924 9.298
708 -1.914 0.352 9.612
809 -1.357 -0.209 9.710
914 -1.331 -0.529 9.701
1003 -1.415 0.714 9.678
1092 -2.302 2.899 9.081
1174 -4.290 3.634 8.035
1263 -5.833 4.066 6.754
1373 -7.277 4.351 4.928
1474 -8.139 4.345 3.323
1564 -8.686 4.087 2.005
1658 -9.083 0.623 -3.646
1749 -9.183 -3.413 -0.451
1839 -8.838 -3.723 2.050
1929 -4.098 -7.329 5.066
2049 -4.238 -7.011 5.390
2129 -4.808 -6.909 5.032
2263 -4.810 -6.894 5.051
2358 -4.093 -6.626 5.959
2438 -2.933 -5.737 7.393
2549 -2.114 -4.772 8.302
2658 -1.698 -4.227 8.684
2749 -1.384 -3.797 8.935
2858 -1.128 -3.460 9.107
2953 -0.980 -3.278 9.191
3033 -0.860 -3.119 9.257
3118 -0.758 -2.983 9.311
3220 -0.634 -2.805 9.376
3308 -0.533 -2.654 9.426
3388 -0.476 -2.566 9.453
3484 -0.402 -2.448 9.488
3572 -0.358 -2.378 9.507
3668 -0.301 -2.282 9.533
3763 -0.252 -2.198 9.554
3853 -0.208 -2.123 9.572
3938 -0.169 -2.054 9.588
4019 -0.145 -2.012 9.597
4117 -0.113 -1.954 9.609
4235 -0.085 -1.901 9.620
4324 -0.059 -1.854 9.630
4424 -0.045 -1.821 9.636
4504 -0.016 -1.765 9.646
4604 -0.002 -1.739 9.651
4719 0.017 -1.703 9.658
4834 0.041 -1.657 9.665
4939 0.087 -1.626 9.670
5035 0.101 -1.597 9.675
5124 0.110 -1.578 9.678
5239 0.123 -1.550 9.683
5326 0.134 -1.523 9.687
5418 0.146 -1.500 9.690
5573 0.161 -1.491 9.691
5698 0.132 -1.419 9.703
5788 0.101 -1.350 9.713
5884 0.100 -1.335 9.715
5973 0.107 -1.320 9.717
6083 0.116 -1.298 9.720
6193 0.124 -1.277 9.722
6283 0.132 -1.257 9.725
6368 0.136 -1.244 9.727
6469 0.142 -1.231 9.728
6563 0.146 -1.217 9.730
6658 0.154 -1.199 9.732
6743 0.160 -1.181 9.734
6833 0.167 -1.165 9.736
6920 0.171 -1.154 9.737
7021 0.174 -1.143 9.738
7133 0.182 -1.122 9.741
7224 0.187 -1.106 9.742
7304 0.190 -1.097 9.743
7404 0.195 -1.082 9.745
7493 0.200 -1.069 9.746
7583 0.207 -1.051 9.748
7683 0.213 -1.034 9.750
7768 0.217 -1.022 9.751
7868 0.221 -1.010 9.752
7959 0.224 -0.999 9.753
8044 0.229 -0.988 9.754
8139 0.232 -0.977 9.755
8224 0.236 -0.967 9.756
8313 0.238 -0.960 9.757
8400 0.241 -0.949 9.758
8495 0.244 -0.940 9.758
8603 0.248 -0.930 9.759
8714 0.250 -0.921 9.760
8809 0.253 -0.912 9.761
8909 0.255 -0.903 9.762
8999 0.258 -0.895 9.762
9094 0.262 -0.883 9.763
9199 0.264 -0.877 9.764
9279 0.265 -0.872 9.764
9396 0.267 -0.867 9.765
9494 0.269 -0.862 9.765
9577 0.271 -0.856 9.765
