START_TIME=1432051727388
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=6
COLS=+TIME Gx Gy Gz
====================
505 -6.716 7.102 -0.798
597 -6.904 6.957 -0.318
692 -7.053 6.795 -0.501
1191 -6.970 6.023 -3.365
1359 -6.805 6.037 -3.662
2369 -9.347 -1.441 2.592
2453 -7.999 -4.900 2.858
2676 -2.689 -8.582 3.910
2913 -4.523 -8.177 2.974
3112 -4.653 -8.415 1.927
3226 -4.331 -8.117 3.396
3316 -2.387 -8.819 3.562
3426 0.396 -9.653 1.682
3565 0.174 -9.790 0.545
3673 -0.172 -9.804 0.120
3813 4.179 -5.747 -6.758
3991 3.949 -5.073 -7.405
4176 3.534 -4.919 -7.712
4267 3.575 -4.711 -7.823
4442 3.674 -4.551 -7.872
4791 3.533 -4.328 -8.060
4929 3.538 -4.263 -8.092
5071 3.518 -4.234 -8.116
5191 3.401 -4.230 -8.168
5280 3.312 -4.272 -8.183
5430 3.185 -4.307 -8.215
5572 3.175 -4.309 -8.217
5704 3.192 -4.272 -8.230
5795 3.188 -4.257 -8.239
5887 3.197 -4.273 -8.227
6018 3.089 -4.268 -8.271
6100 3.116 -4.272 -8.259
6185 3.112 -4.268 -8.263
6278 3.114 -4.254 -8.269
6430 3.119 -4.242 -8.273
6778 3.123 -4.232 -8.277
6973 3.122 -4.225 -8.281
7059 3.121 -4.214 -8.287
7145 3.119 -4.212 -8.289
7234 3.111 -4.205 -8.295
7356 3.110 -4.202 -8.297
7548 3.103 -4.195 -8.303
7640 3.095 -4.191 -8.308
7733 3.089 -4.189 -8.311
7848 3.084 -4.185 -8.315
7933 3.077 -4.182 -8.319
8028 3.071 -4.180 -8.323
8108 3.065 -4.172 -8.329
8199 3.060 -4.170 -8.332
8289 3.058 -4.168 -8.333
8379 3.055 -4.166 -8.336
8484 3.054 -4.165 -8.337
8586 3.051 -4.163 -8.338
8734 3.049 -4.161 -8.340
8828 3.047 -4.160 -8.342
9002 3.045 -4.158 -8.343
9184 3.040 -4.155 -8.346
9284 3.035 -4.154 -8.349
9387 3.032 -4.154 -8.350
9502 3.024 -4.153 -8.353
