START_TIME=1432226253732
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=6
COLS=+TIME Gx Gy Gz
====================
433 -1.889 2.234 9.360
594 -1.743 2.376 9.353
733 -2.143 2.518 9.233
858 -3.219 2.357 8.958
980 -3.629 2.011 8.886
1092 -3.641 3.764 8.291
1191 -3.199 6.068 7.008
1301 -2.097 7.471 5.997
1399 -1.829 8.366 4.779
1479 -2.517 9.232 2.145
1559 -1.976 9.452 1.711
1649 -4.912 7.247 4.419
1795 -2.958 1.286 9.261
1904 -3.057 -1.550 9.188
2019 -3.588 2.911 8.650
2141 -3.887 2.693 8.591
2252 -4.068 1.978 8.701
2354 -4.388 0.219 8.767
2444 -4.634 0.023 8.643
2536 -4.750 -0.272 8.575
2636 -4.525 -0.274 8.696
2781 -4.229 -0.215 8.845
2881 -4.107 -0.245 8.902
2974 -4.270 -0.249 8.825
3064 -4.288 -0.284 8.815
3159 -4.342 -0.313 8.787
3265 -4.354 -0.330 8.781
3375 -4.370 -0.352 8.772
3474 -4.377 -0.364 8.768
3600 -4.366 -0.380 8.773
3754 -4.463 -0.391 8.724
3852 -4.510 -0.404 8.699
3932 -4.521 -0.422 8.692
4031 -4.489 -0.437 8.708
4130 -4.442 -0.446 8.732
4240 -4.446 -0.457 8.729
4384 -4.454 -0.469 8.724
4470 -4.329 -0.472 8.787
4613 -4.308 -0.479 8.797
4720 -4.313 -0.483 8.794
4807 -4.318 -0.489 8.791
4922 -4.322 -0.492 8.789
5010 -4.326 -0.495 8.787
5111 -4.329 -0.498 8.785
5220 -4.335 -0.503 8.782
5330 -4.339 -0.507 8.780
5421 -4.341 -0.511 8.779
5502 -4.343 -0.513 8.778
5596 -4.346 -0.517 8.776
5692 -4.347 -0.519 8.775
5800 -4.349 -0.522 8.774
5941 -4.405 -0.532 8.745
6025 -4.482 -0.547 8.705
6106 -4.574 -0.566 8.656
6195 -4.713 -0.583 8.580
6277 -4.742 -0.588 8.564
6448 -4.635 -0.586 8.622
6536 -4.614 -0.585 8.634
6686 -4.658 -0.552 8.612
6783 -4.630 -0.555 8.627
6884 -4.538 -0.556 8.676
7000 -4.466 -0.552 8.713
7099 -4.468 -0.552 8.712
7245 -4.340 -0.557 8.776
7358 -4.154 -0.569 8.865
7478 -3.919 -0.576 8.971
7570 -3.294 -0.583 9.218
7667 -2.903 -0.554 9.351
7783 -2.605 -0.509 9.441
7886 -2.541 -0.498 9.459
8055 -2.436 -0.495 9.486
8182 -2.201 -0.466 9.545
8282 -2.131 -0.457 9.561
8410 -2.139 -0.455 9.560
8758 -2.148 -0.455 9.558
8890 -2.078 -0.454 9.573
9006 -1.898 -0.430 9.612
9092 -1.778 -0.426 9.635
9199 -1.766 -0.427 9.637
9335 -1.772 -0.424 9.636
9455 -1.776 -0.422 9.635
