START_TIME=1432053370097
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=4
COLS=+TIME Gx Gy Gz
====================
374 -4.945 -7.143 -4.549
493 -5.129 -6.987 -4.588
600 -4.944 -6.981 -4.795
743 -4.657 -6.251 -5.951
828 -4.980 -6.311 -5.616
923 -4.861 -6.138 -5.905
1014 -5.168 -5.917 -5.869
1098 -6.021 -2.054 -7.463
1193 -3.949 -2.892 -8.498
1283 -0.779 -2.336 -9.492
1376 2.270 -2.922 -9.082
1462 2.810 -4.133 -8.438
1623 3.058 -5.666 -7.397
1718 1.416 -3.569 -9.024
1843 -1.086 1.313 -9.657
1929 -1.233 2.702 -9.346
2050 -3.486 8.407 -3.652
2149 -2.724 8.395 -4.275
2479 1.035 9.419 -2.525
2603 2.499 9.283 -1.934
2843 2.183 9.389 -1.802
2943 2.195 9.464 -1.337
3098 2.253 9.461 -1.258
3198 2.311 9.409 -1.518
3308 2.296 9.401 -1.589
3394 2.347 9.431 -1.312
3514 2.426 9.442 -1.070
3637 9.759 -0.177 -0.948
3738 9.792 -0.489 0.206
3818 9.792 -0.214 0.493
3938 9.797 0.051 0.440
4043 9.789 -0.006 0.583
4143 9.721 -0.092 1.291
4273 9.476 -0.433 2.488
4492 7.650 -2.160 5.743
4572 7.196 -2.429 6.203
4670 6.909 -2.722 6.406
4758 6.729 -2.978 6.482
4883 6.689 -2.945 6.539
4982 6.501 -2.978 6.711
5073 6.403 -2.955 6.814
5202 6.073 -2.739 7.196
5323 5.906 -2.651 7.366
5467 5.743 -2.515 7.541
5556 5.691 -2.454 7.600
5647 5.680 -2.549 7.577
5788 5.830 -2.614 7.440
5979 6.099 -2.668 7.201
6081 6.089 -2.715 7.192
6263 5.947 -2.930 7.226
6397 5.895 -3.032 7.227
6488 5.906 -3.061 7.205
6581 5.905 -3.081 7.198
6698 5.821 -3.155 7.234
6797 5.786 -3.172 7.255
6892 5.685 -3.322 7.267
6978 5.639 -3.373 7.280
7067 5.608 -3.368 7.306
7169 5.377 -3.288 7.513
7294 5.139 -3.083 7.762
7394 4.844 -2.928 8.008
7511 4.619 -2.791 8.188
7663 3.516 -2.368 8.843
7774 3.030 -2.138 9.078
7873 2.681 -1.579 9.300
7971 2.242 -0.678 9.523
8057 2.146 -0.280 9.565
8137 2.413 0.496 9.492
8222 2.327 0.780 9.495
8418 2.114 0.847 9.538
8509 2.122 0.839 9.537
8632 2.176 0.839 9.525
8714 2.164 0.808 9.531
8828 2.137 0.740 9.542
8954 2.098 0.676 9.556
9118 2.047 0.594 9.572
9218 2.035 0.567 9.576
9408 2.022 0.653 9.574
9503 1.984 0.677 9.580
