START_TIME=1432226769375
INTERVAL=80
SENSOR=GRAVITY
SCENE_INDEX=6
COLS=+TIME Gx Gy Gz
====================
420 -8.199 3.649 -3.954
511 -8.175 3.701 -3.956
600 -8.261 3.758 -3.715
721 -1.338 9.655 -1.079
802 -1.389 9.700 -0.376
921 -0.421 9.738 -1.077
1017 0.032 9.653 -1.731
1136 -0.666 9.591 -1.932
1236 -1.255 9.615 -1.463
1316 -0.491 9.654 -1.651
1406 2.473 8.891 -3.317
1506 4.630 7.017 -5.049
1601 6.674 7.184 -0.122
1706 5.724 5.440 5.815
1796 5.724 5.445 5.811
1906 9.090 2.905 2.260
2006 9.104 1.425 -3.355
2116 8.884 0.978 -4.036
2226 9.490 2.184 -1.160
2317 9.131 2.917 -2.070
2406 8.101 4.915 -2.529
2492 8.228 3.128 -4.323
2586 8.502 3.080 -3.796
2672 9.164 0.234 -3.483
2771 9.474 -0.376 -2.506
2862 9.714 -1.073 -0.811
2957 9.774 -0.794 0.115
3047 9.798 -0.273 0.299
3147 9.807 -0.013 0.025
3237 9.805 -0.006 -0.156
3326 9.800 -0.012 -0.362
3427 9.792 -0.000 -0.539
3507 9.789 0.018 -0.596
3617 9.792 0.021 -0.530
3727 9.793 0.022 -0.509
3817 9.793 0.025 -0.516
3911 9.793 0.026 -0.523
4001 9.792 0.027 -0.527
4097 9.792 0.028 -0.535
4221 9.792 0.029 -0.542
4342 9.791 0.030 -0.553
4432 9.790 0.033 -0.564
4552 9.790 0.034 -0.572
4632 9.791 0.053 -0.557
4723 9.792 0.074 -0.525
4837 9.792 0.037 -0.526
4927 9.792 0.036 -0.530
5017 9.792 0.022 -0.532
5137 9.792 0.015 -0.535
5247 9.795 0.007 -0.476
5372 9.802 -0.052 -0.309
5467 9.804 -0.077 -0.200
5587 9.806 -0.077 0.031
5668 9.805 -0.100 0.149
5787 9.791 -0.186 0.520
5917 9.772 -0.207 0.802
6026 9.751 -0.230 1.019
6136 9.728 -0.251 1.214
6233 9.723 -0.247 1.254
6347 9.749 -0.232 1.036
6447 9.769 -0.232 0.822
6542 9.779 -0.234 0.694
6622 9.781 -0.237 0.666
6737 9.780 -0.243 0.687
6837 9.779 -0.248 0.686
6927 9.780 -0.256 0.671
7017 9.781 -0.261 0.659
7097 9.782 -0.267 0.642
7188 9.782 -0.270 0.637
7317 9.783 -0.277 0.628
7407 9.783 -0.284 0.617
7487 9.784 -0.290 0.606
7572 9.784 -0.294 0.598
7667 9.784 -0.298 0.593
7750 9.784 -0.301 0.587
7832 9.785 -0.305 0.569
7927 9.787 -0.309 0.546
8037 9.787 -0.315 0.534
8127 9.788 -0.320 0.522
8262 9.788 -0.324 0.514
8382 9.788 -0.329 0.506
8472 9.788 -0.335 0.495
8559 9.789 -0.340 0.485
8641 9.789 -0.343 0.478
8722 9.789 -0.347 0.467
8806 9.790 -0.347 0.455
8900 9.791 -0.347 0.441
9061 9.791 -0.350 0.420
9171 9.792 -0.356 0.400
9301 9.793 -0.361 0.371
9406 9.794 -0.362 0.338
9531 9.795 -0.363 0.321
